item_id,item_type,item_name,det_target,det_competitor,option1,option2,option3,option4,mentioned_element,mentioned_file,unmentioned_element,unmentioned_file,picture1,picture2,picture3,picture4,question,question_file,answer_file,target_position,list,complete_answer,incomplete_answer,chunked_answer,expected_response,target,competitor,condition,DP,picture_target,picture_competitor
1,critical,wolf-dog,der,der,Wolf,Hund,holdfast,americangoldfinch,wolf,greywolf.jpg,dog,greyhound.jpg,images/greywolf.jpg,images/greyhound.jpg,images/holdfast.jpg,images/americangoldfinch.jpg,Ist das ein Bild von einem Wolf?,q_r_wolf.wav,r_t_wolf.wav,1,1,Das ist tatsächlich ein Bild von einem Wolf.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Wolf.,Wolf,Wolf,Hund,reliable,indeed,greywolf.jpg,greyhound.jpg
148,critical,tennis-racket-snowshoe,der,der,television,Schneeschuh,Tennisschläger,jokercard,tennis-racket,tennisracket.jpg,snowshoe,snowshoe.jpg,images/television.jpg,images/snowshoe.jpg,images/tennisracket.jpg,images/jokercard.jpg,Ist das ein Bild von einem Tennisschläger?,q_r_tennisschlaeger.wav,r_e_schneeschuh.wav,4,5,Das ist eigentlich ein Bild von einem Schneeschuh.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Schneeschuh.,Schneeschuh,Tennisschläger,Schneeschuh,reliable,actually,tennisracket.jpg,snowshoe.jpg
149,critical,wheel-steering-wheel,das,das,watercolorpaintset,scanner,Lenkrad,Rad,wheel,wheel04.jpg,steering-wheel,steeringwheel.jpg,images/watercolorpaintset.jpg,images/scanner.jpg,images/steeringwheel.jpg,images/wheel04.jpg,Ist das ein Bild von einem Rad?,q_r_rad.wav,r_e_lenkrad.wav,1,5,Das ist eigentlich ein Bild von einem Lenkrad.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Lenkrad.,Lenkrad,Rad,Lenkrad,reliable,actually,wheel04.jpg,steeringwheel.jpg
150,critical,tire-life-preserver,der,der,Reifen,mortarandpestle,shelf,Rettungsring,tire,tire.jpg,life-preserver,lifesaver.jpg,images/tire.jpg,images/mortarandpestle.jpg,images/shelf.jpg,images/lifesaver.jpg,Ist das ein Bild von einem Reifen?,q_r_reifen.wav,r_e_rettungsring.wav,2,5,Das ist eigentlich ein Bild von einem Rettungsring.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Rettungsring.,Rettungsring,Reifen,Rettungsring,reliable,actually,tire.jpg,lifesaver.jpg
151,critical,boat-ship,das,das,Boot,Schiff,puzzle,fern,boat,sailboat.jpg,ship,cruiseship.jpg,images/sailboat.jpg,images/cruiseship.jpg,images/puzzle.jpg,images/fern.jpg,Ist das ein Bild von einem Boot?,q_r_boot.wav,r_e_schiff.wav,3,6,Das ist eigentlich ein Bild von einem Schiff.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Schiff.,Schiff,Boot,Schiff,reliable,actually,sailboat.jpg,cruiseship.jpg
152,critical,snow-shovel-rake,die,die,tie02,Schneeschippe,Harke,amphora,snow-shovel,snowshovel.jpg,rake,leafrake.jpg,images/tie02.jpg,images/snowshovel.jpg,images/leafrake.jpg,images/amphora.jpg,Ist das ein Bild von einer Schneeschippe?,q_r_schneeschippe.wav,r_e_harke.wav,4,6,Das ist eigentlich ein Bild von einer Harke.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Harke.,Harke,Schneeschippe,Harke,reliable,actually,snowshovel.jpg,leafrake.jpg
153,critical,recorder-clarinet,die,die,flag,bench01,Flöte,Klarinette,recorder,recorder04.jpg,clarinet,clarinet.jpg,images/flag.jpg,images/bench01.jpg,images/recorder04.jpg,images/clarinet.jpg,Ist das ein Bild von einer Flöte?,q_r_floete.wav,r_e_klarinette.wav,1,6,Das ist eigentlich ein Bild von einer Klarinette.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Klarinette.,Klarinette,Flöte,Klarinette,reliable,actually,recorder04.jpg,clarinet.jpg
154,critical,cigar-pipe,die,die,Pfeife,balalaika,webcam,Zigarre,cigar,cigar.jpg,pipe,smokingpipe.jpg,images/smokingpipe.jpg,images/balalaika.jpg,images/webcam.jpg,images/cigar.jpg,Ist das ein Bild von einer Zigarre?,NA,r_e_pfeife.wav,2,6,Das ist eigentlich ein Bild von einer Pfeife.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Pfeife.,Pfeife,Zigarre,Pfeife,reliable,actually,cigar.jpg,smokingpipe.jpg
155,critical,coat-rack-lamp,die,die,Gardarobe,Lampe,espressomachine,microwave,coat-rack,coatrack.jpg,lamp,floorlamp.jpg,images/coatrack.jpg,images/floorlamp.jpg,images/espressomachine.jpg,images/microwave.jpg,Ist das ein Bild von einer Gardarobe?,q_r_gadrobe.wav,r_e_lampe.wav,3,6,Das ist eigentlich ein Bild von einer Lampe.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Lampe.,Lampe,Gardarobe,Lampe,reliable,actually,coatrack.jpg,floorlamp.jpg
156,critical,salt-shaker-showerhead,der,der,servingspoon01,Duschkopf,Salzstreuer,doorhandle,salt-shaker,saltshaker03a.jpg,showerhead,showerhead01.jpg,images/servingspoon01.jpg,images/showerhead01.jpg,images/saltshaker03a.jpg,images/doorhandle.jpg,Ist das ein Bild von einem Salzstreuer?,q_r_salzstreuer.wav,r_e_duschkopf.wav,4,6,Das ist eigentlich ein Bild von einem Duschkopf.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Duschkopf.,Duschkopf,Salzstreuer,Duschkopf,reliable,actually,saltshaker03a.jpg,showerhead01.jpg
157,critical,trombone-tuba,die,die,townsquarepostclock,electricoutlet,Tuba,Posaune,trombone,trombone.jpg,tuba,tuba.jpg,images/townsquarepostclock.jpg,images/electricoutlet.jpg,images/tuba.jpg,images/trombone.jpg,Ist das ein Bild von einer Posaune?,q_r_posaune.wav,r_e_tuba.wav,1,6,Das ist eigentlich ein Bild von einer Tuba.,Das ist eigentlich ein Bild von einer ...,Das ist | eigentlich ein Bild von | einer Tuba.,Tuba,Posaune,Tuba,reliable,actually,trombone.jpg,tuba.jpg
158,critical,cable-hose,das,der,Kabel,diploma01,clover,Schlauch,cable,usbcable01a.jpg,hose,hose.jpg,images/usbcable01a.jpg,images/diploma01.jpg,images/clover.jpg,images/hose.jpg,Ist das ein Bild von einem Kabel?,q_r_kabel1.wav,r_e_schlauch.wav,2,6,Das ist eigentlich ein Bild von einem Schlauch.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Schlauch.,Schlauch,Kabel,Schlauch,reliable,actually,usbcable01a.jpg,hose.jpg
159,critical,wreath-hula-hoop,der,der,Kranz,Hula-hoop Reifen,keyhole,wetfloorsign,wreath,christmaswreath.jpg,hula-hoop,hulahoop.jpg,images/christmaswreath.jpg,images/hulahoop.jpg,images/keyhole.jpg,images/wetfloorsign.jpg,Ist das ein Bild von einem Kranz?,q_r_kranz.wav,r_e_hulahoopreifen.wav,3,6,Das ist eigentlich ein Bild von einem Hula-hoop Reifen.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Hula-hoop Reifen.,Hula-hoop Reifen,Kranz,Hula-hoop Reifen,reliable,actually,christmaswreath.jpg,hulahoop.jpg
160,critical,saxophone-cornet,das,das,revolver,Saxophon,Kornett,shower,saxophone,saxophone.jpg,cornet,cornet.jpg,images/revolver.jpg,images/saxophone.jpg,images/cornet.jpg,images/shower.jpg,Ist das ein Bild von einem Saxophon?,q_r_saxophon.wav,r_e_kornett.wav,4,6,Das ist eigentlich ein Bild von einem Kornett.,Das ist eigentlich ein Bild von einem ...,Das ist | eigentlich ein Bild von | einem Kornett.,Kornett,Saxophon,Kornett,reliable,actually,saxophone.jpg,cornet.jpg
161,critical,strainer-plastic-basket,das,der,Sieb,Korb,alarmclock01,apple07,strainer,strainer02.jpg,plastic-basket,plasticbasket01a.jpg,images/strainer02.jpg,images/plasticbasket01a.jpg,images/alarmclock01.jpg,images/apple07.jpg,Ist das ein Bild von einem Sieb?,q_u_sieb.wav,u_t_korb.wav,1,7,Das ist tatsächlich ein Bild von einem Korb.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Korb.,Korb,Sieb,Korb,unreliable,indeed,strainer02.jpg,rubberband01.jpg
162,critical,stapler-staple-remover,der,der,icecreamcone01a,Tacker,Heftklammerentferner,tank,stapler,stapler03a.jpg,staple-remover,stapleremover.jpg,images/icecreamcone01a.jpg,images/stapler03a.jpg,images/stapleremover.jpg,images/tank.jpg,Ist das ein Bild von einem Tacker?,q_u_tacker.wav,u_t_heftklammerentferner.wav,2,7,Das ist tatsächlich ein Bild von einem Heftklammerentferner.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Heftklammerentferner.,Heftklammerentferner,Tacker,Heftklammerentferner,unreliable,indeed,stapler03a.jpg,stapleremover.jpg
163,critical,lock-hinge,das,das,starfish01,puzzlepiece,Schloss,Scharniergelenk,lock,doorlock.jpg,hinge,hinge.jpg,images/starfish01.jpg,images/puzzlepiece.jpg,images/doorlock.jpg,images/hinge.jpg,Ist das ein Bild von einem Schloss?,q_u_schloss.wav,u_t_scharniergelenk.wav,3,7,Das ist tatsächlich ein Bild von einem Scharniergelenk.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Scharniergelenk.,Scharniergelenk,Schloss,Scharniergelenk,unreliable,indeed,doorlock.jpg,hinge.jpg
164,critical,teapot-watering-can,die,die,Gießkanne,fork03c,giftbag01a,Teekanne,teapot,teapot.jpg,watering-can,wateringcan.jpg,images/wateringcan.jpg,images/fork03c.jpg,images/giftbag01a.jpg,images/teapot.jpg,Ist das ein Bild von einer Teekanne?,q_u_teekanne.wav,u_t_giesskanne.wav,4,7,Das ist tatsächlich ein Bild von einer Gießkanne.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Gießkanne.,Gießkanne,Teekanne,Gießkanne,unreliable,indeed,teapot.jpg,wateringcan.jpg
165,critical,frying-pan-pot,der,der,Topf,Wok,whisk,fan,frying-pan,fryingpan02a.jpg,pot,pot02a.jpg,images/pot02a.jpg,images/fryingpan02a.jpg,images/whisk.jpg,images/fan.jpg,Ist das ein Bild von einem Wok?,q_u_wok.wav,u_t_topf.wav,1,7,Das ist tatsächlich ein Bild von einem Topf.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Topf.,Topf,Wok,Topf,unreliable,indeed,fryingpan02a.jpg,pot02a.jpg
166,critical,tweezers-tongs,die,die,cd,Grillzange,Pinzette,candle08b,tweezers,tweezers02a.jpg,tongs,tongs01b.jpg,images/cd.jpg,images/tongs01b.jpg,images/tweezers02a.jpg,images/candle08b.jpg,Ist das ein Bild von einer Pinzette?,q_u_pinsette.wav,u_t_grillzange.wav,2,7,Das ist tatsächlich ein Bild von einer Grillzange.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Grillzange.,Grillzange,Pinzette,Grillzange,unreliable,indeed,tweezers02a.jpg,tongs01b.jpg
167,critical,measuring-cup-beer-mug,der,der,tray,globe,Bierkrug,Messbecher,measuring-cup,measuringcup01.jpg,beer-mug,beermug01a.jpg,images/tray.jpg,images/globe.jpg,images/beermug01a.jpg,images/measuringcup01.jpg,Ist das ein Bild von einem Messbecher?,q_u_messbecher.wav,u_t_bierkrug.wav,3,7,Das ist tatsächlich ein Bild von einem Bierkrug.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Bierkrug.,Bierkrug,Messbecher,Bierkrug,unreliable,indeed,measuringcup01.jpg,beermug01a.jpg
168,critical,needlenose-pliers-scissors,die,die,Kneifzange,computermouse06,lamp04a,Schere,needlenose-pliers,needlenosepliers01.jpg,scissors,scissors01.jpg,images/needlenosepliers01.jpg,images/computermouse06.jpg,images/lamp04a.jpg,images/scissors01.jpg,Ist das ein Bild von einer Kneifzange?,q_u_kneifzange.wav,u_t_schere.wav,4,7,Das ist tatsächlich ein Bild von einer Schere.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Schere.,Schere,Kneifzange,Schere,unreliable,indeed,needlenosepliers01.jpg,scissors01.jpg
169,critical,garlic-press-grater,die,die,Knoblauchpresse,Reibe,mascarabrush,battery02b,garlic-press,garlicpress02a.jpg,grater,grater01a.jpg,images/garlicpress02a.jpg,images/grater01a.jpg,images/mascarabrush.jpg,images/battery02b.jpg,Ist das ein Bild von einer Knoblauchpresse?,q_u_knoblauchpresse.wav,u_t_reibe.wav,1,7,Das ist tatsächlich ein Bild von einer Reibe.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Reibe.,Reibe,Knoblauchpresse,Reibe,unreliable,indeed,garlicpress02a.jpg,grater01a.jpg
170,critical,car-key-usb-stick,der,der,screwdriver04b,Autoschlüssel,USB-Stick,binoculars01b,car-key,carkey.jpg,usb-stick,usbkey.jpg,images/screwdriver04b.jpg,images/carkey.jpg,images/usbkey.jpg,images/binoculars01b.jpg,Ist das ein Bild von einem Autoschlüssel?,q_u_autoschluessel.wav,u_t_usbstick.wav,2,7,Das ist tatsächlich ein Bild von einem USB-Stick.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem USB-Stick.,USB-Stick,Autoschlüssel,USB-Stick,unreliable,indeed,carkey.jpg,usbkey.jpg
171,critical,squeegee-razor,der,der,bracelet04,metronome,Fensterabzieher,Rasierer,squeegee,squeegee01b.jpg,razor,razor01.jpg,images/bracelet04.jpg,images/metronome.jpg,images/squeegee01b.jpg,images/razor01.jpg,Ist das ein Bild von einem Fensterabzieher?,q_u_fensterabszieher.wav,u_t_rasierer.wav,3,8,Das ist tatsächlich ein Bild von einem Rasierer.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Rasierer.,Rasierer,Fensterabzieher,Rasierer,unreliable,indeed,squeegee01b.jpg,razor01.jpg
172,critical,electric-razor-hair-clipper,der,der,Haarschneider,hanger02a,shirt01,Elektrorasierer,electric-razor,electricrazor.jpg,hair-clipper,hairclipper.jpg,images/hairclipper.jpg,images/hanger02a.jpg,images/shirt01.jpg,images/electricrazor.jpg,Ist das ein Bild von einem Elektrorasierer?,q_u_elektrorasierer.wav,u_t_haarschneider.wav,4,8,Das ist tatsächlich ein Bild von einem Haarschneider.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Haarschneider.,Haarschneider,Elektrorasierer,Haarschneider,unreliable,indeed,electricrazor.jpg,hairclipper.jpg
173,critical,jack-drill-bit,der,der,Bohrer,Stecker,measuringtape01,pencilsharpener02a,jack,jack.jpg,drill-bit,drillbit03a.jpg,images/drillbit03a.jpg,images/jack.jpg,images/measuringtape01.jpg,images/pencilsharpener02a.jpg,Ist das ein Bild von einem Stecker?,q_u_stecker.wav,u_t_bohrer.wav,1,8,Das ist tatsächlich ein Bild von einem Bohrer.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Bohrer.,Bohrer,Stecker,Bohrer,unreliable,indeed,jack.jpg,drillbit03a.jpg
174,critical,paper-clip-safety-pin,die,die,peppermill02b,Sicherheitsnadel,Büroklammer,spraybottle01,paper-clip,paperclip03.jpg,safety-pin,safetypin.jpg,images/peppermill02b.jpg,images/safetypin.jpg,images/paperclip03.jpg,images/spraybottle01.jpg,Ist das ein Bild von einer Büroklammer?,q_u_bueroklammer.wav,u_t_sicherheitsnadel.wav,2,8,Das ist tatsächlich ein Bild von einer Sicherheitsnagel.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Sicherheitsnagel.,Sicherheitsnagel,Büroklammer,Sicherheitsnagel,unreliable,indeed,paperclip03.jpg,safetypin.jpg
175,critical,bottle-opener-shoehorn,der,der,candleholder01,leaf02a,Schuhlöffel,Flaschenöffner,bottle-opener,bottleopener01.jpg,shoehorn,shoehorn.jpg,images/candleholder01.jpg,images/leaf02a.jpg,images/shoehorn.jpg,images/bottleopener01.jpg,Ist das ein Bild von einem Flaschenöffner?,q_u_flaschenoeffner.wav,u_t_schuhloeffel.wav,3,8,Das ist tatsächlich ein Bild von einem Schuhlöffel.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Schuhlöffel.,Schuhlöffel,Flaschenöffner,Schuhlöffel,unreliable,indeed,bottleopener01.jpg,shoehorn.jpg
176,critical,wallet-glasses-case,das,das,Portemonnaie,bib,mitten04,Brillenetui,wallet,wallet02a.jpg,glasses-case,glassescase.jpg,images/wallet02a.jpg,images/bib.jpg,images/mitten04.jpg,images/glassescase.jpg,Ist das ein Bild von einem Portemonnaie?,q_u_portemonnaie.wav,u_t_brillenetui.wav,4,8,Das ist tatsächlich ein Bild von einem Brillenetui.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Brillenetui.,Brillenetui,Portemonnaie,Brillenetui,unreliable,indeed,wallet02a.jpg,glassescase.jpg
177,critical,rope-yarn,das,das,Seil,Wollknäuel,ring01,crayon,rope,rope03.jpg,yarn,yarn.jpg,images/rope03.jpg,images/yarn.jpg,images/ring01.jpg,images/crayon.jpg,Ist das ein Bild von einem Seil?,q_u_seil.wav,u_t_wollknaeul.wav,1,8,Das ist tatsächlich ein Bild von einem Wollknäuel.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Wollknäuel.,Wollknäuel,Seil,Wollknäuel,unreliable,indeed,rope03.jpg,yarn.jpg
178,critical,candle-chalk,die,die,tuque03a,Kerze,Kreide,sewingmachine01a,candle,candle01.jpg,chalk,chalk.jpg,images/tuque03a.jpg,images/candle01.jpg,images/chalk.jpg,images/sewingmachine01a.jpg,Ist das ein Bild von einer Kerze?,q_u_kerze.wav,u_t_kreide.wav,2,8,Das ist tatsächlich ein Bild von einer Kreide.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Kreide.,Kreide,Kerze,Kreide,unreliable,indeed,candle01.jpg,chalk.jpg
179,critical,match-toothpick,das,der,hairdryer02a,peach01,Streichholz,Zahnstocher,match,match.jpg,toothpick,toothpick02.jpg,images/hairdryer02a.jpg,images/peach01.jpg,images/match.jpg,images/toothpick02.jpg,Ist das ein Bild von einem Streichholz?,q_u_streichholz.wav,u_t_zahnstocher.wav,3,8,Das ist tatsächlich ein Bild von einem Zahnstocher.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Zahnstocher.,Zahnstocher,Streichholz,Zahnstocher,unreliable,indeed,match.jpg,toothpick02.jpg
180,critical,broom-glass-mop,der,der,Wischmopp,Besen,cookie01,bungeecord02,broom,broom01.jpg,glass-mop,glassmop.jpg,images/glassmop.jpg,images/broom01.jpg,images/cookie01.jpg,images/bungeecord02.jpg,Ist das ein Bild von einem Besen?,q_u_besen.wav,u_t_wischmobb.wav,4,8,Das ist tatsächlich ein Bild von einem Wischmopp.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Wischmopp.,Wischmopp,Besen,Wischmopp,unreliable,indeed,broom01.jpg,glassmop.jpg
181,critical,cauliflower-broccoli,der,der,potatomasher03b,ashtray01,Blumenkohl,Broccoli,cauliflower,cauliflower01.jpg,broccoli,broccoli01a.jpg,images/potatomasher03b.jpg,images/ashtray01.jpg,images/cauliflower01.jpg,images/broccoli01a.jpg,Ist das ein Bild von einem Blumenkohl?,q_u_blumenkohl.wav,u_t_brokkoli.wav,1,9,Das ist tatsächlich ein Bild von einem Broccoli.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Broccoli.,Broccoli,Blumenkohl,Broccoli,unreliable,indeed,cauliflower01.jpg,broccoli01a.jpg
182,critical,kiwi-coconut,die,die,Kokosnuss,chain01,cigarette,Kiwi,kiwi,kiwi01a.jpg,coconut,coconut.jpg,images/coconut.jpg,images/chain01.jpg,images/cigarette.jpg,images/kiwi01a.jpg,Ist das ein Bild von einer Kiwi?,q_u_kiwi.wav,u_t_kokosnuss.wav,2,9,Das ist tatsächlich ein Bild von einer Kokosnuss.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Kokosnuss.,Kokosnuss,Kiwi,Kokosnuss,unreliable,indeed,kiwi01a.jpg,coconut.jpg
183,critical,toast-baguette,das,das,Baguette,Toastbrot,lipstick02a,teabag,toast,toast.jpg,baguette,baguette01.jpg,images/baguette01.jpg,images/toast.jpg,images/lipstick02a.jpg,images/teabag.jpg,Ist das ein Bild von einem Toastbrot?,q_u_toastbrot.wav,u_t_baguette.wav,3,9,Das ist tatsächlich ein Bild von einem Baguette.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Baguette.,Baguette,Toastbrot,Baguette,unreliable,indeed,toast.jpg,baguette01.jpg
184,critical,lime-honeydew-melon,die,die,lightbulb01,Honigmelone,Limette,ladle02a,lime,lime.jpg,honeydew-melon,honeydewmelon.jpg,images/lightbulb01.jpg,images/honeydewmelon.jpg,images/lime.jpg,images/ladle02a.jpg,Ist das ein Bild von einer Limette?,q_u_limette.wav,u_t_honigmelone.wav,4,9,Das ist tatsächlich ein Bild von einer Honigmelone.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Honigmelone.,Honigmelone,Limette,Honigmelone,unreliable,indeed,lime.jpg,honeydewmelon.jpg
185,critical,tape-recorder-walkman,das,der,shoelace,envelope03a,Walkman,Tonbandgerät,tape-recorder,bus.jpg,walkman,walkman.jpg,images/shoelace.jpg,images/envelope03a.jpg,images/walkman.jpg,images/taperecorder.jpg,Ist das ein Bild von einem Tonbandgerät?,q_u_tonbandgeraet.wav,u_t_walkman.wav,1,9,Das ist tatsächlich ein Bild von einem Walkman.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Walkman.,Walkman,Tonbandgerät,Walkman,unreliable,indeed,bus.jpg,walkman.jpg
186,critical,scarf-rug,der,der,Schal,flask,marker01a,Teppich,scarf,scarf.jpg,rug,rug01.jpg,images/scarf.jpg,images/flask.jpg,images/marker01a.jpg,images/rug01.jpg,Ist das ein Bild von einem Schal?,q_u_schal.wav,u_t_teppich.wav,2,9,Das ist tatsächlich ein Bild von einem Teppich.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Teppich.,Teppich,Schal,Teppich,unreliable,indeed,scarf.jpg,rug01.jpg
187,critical,thimble-thread,der,das,Fingerhut,Garn,racquetballracket,chessboard,thimble,thimble.jpg,thread,thread02.jpg,images/thimble.jpg,images/thread02.jpg,images/racquetballracket.jpg,images/chessboard.jpg,Ist das ein Bild von einem Fingerhut?,q_u_fingerhut.wav,u_t_garn.wav,3,9,Das ist tatsächlich ein Bild von einem Garn.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Garn.,Garn,Fingerhut,Garn,unreliable,indeed,thimble.jpg,thread02.jpg
188,critical,sunglasses-swim-goggles,die,die,violin,Sonnenbrille,Schwimmbrille,mug01,sunglasses,sunglasses04.jpg,swim-goggles,swimgoggles.jpg,images/violin.jpg,images/sunglasses04.jpg,images/swimgoggles.jpg,images/mug01.jpg,Ist das ein Bild von einer Sonnenbrille?,q_u_sonnenbrille.wav,u_t_schwimmbrille.wav,4,9,Das ist tatsächlich ein Bild von einer Schwimmbrille.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Schwimmbrille.,Schwimmbrille,Sonnenbrille,Schwimmbrille,unreliable,indeed,sunglasses04.jpg,swimgoggles.jpg
189,critical,onion-potatoe,die,die,toothbrush03b,canister,Zwiebel,Kartoffel,onion,onion.jpg,potatoe,potato02b.jpg,images/toothbrush03b.jpg,images/canister.jpg,images/onion.jpg,images/potato02b.jpg,Ist das ein Bild von einer Zwiebel?,q_u_zwiebel.wav,u_t_kartoffel.wav,1,9,Das ist tatsächlich ein Bild von einer Kartoffel.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Kartoffel.,Kartoffel,Zwiebel,Kartoffel,unreliable,indeed,onion.jpg,potato02b.jpg
190,critical,raspberry-red-pepper,die,die,Paprika,sandal,plunger02,Himbeere,raspberry,raspberry01.jpg,red-pepper,pepper04a.jpg,images/pepper04a.jpg,images/sandal.jpg,images/plunger02.jpg,images/raspberry01.jpg,Ist das ein Bild von einer Himbeere?,q_u_himbeere.wav,u_t_paprika.wav,2,9,Das ist tatsächlich ein Bild von einer Paprika.,Das ist tatsächlich ein Bild von einer ...,Das ist | tatsächlich ein Bild von | einer Paprika.,Paprika,Himbeere,Paprika,unreliable,indeed,raspberry01.jpg,pepper04a.jpg
191,critical,pen-mechanical-pen,der,der,Druckbleistift,Kugelschreiber,cardboardbox,plate01b,pen,pen04b.jpg,mechanical-pen,mechanicalpencil02.jpg,images/mechanicalpencil02.jpg,images/pen04b.jpg,images/cardboardbox.jpg,images/plate01b.jpg,Ist das ein Bild von einem Kugelschreiber?,q_u_kugelschreiber.wav,u_t_druckbleistift.wav,3,10,Das ist tatsächlich ein Bild von einem Druckbleistift.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Druckbleistift.,Druckbleistift,Kugelschreiber,Druckbleistift,unreliable,indeed,pen04b.jpg,mechanicalpencil02.jpg
192,critical,fountain-pen-pencil,der,der,garlic01a,Bleistift,Füller,bikehelmet,fountain-pen,fountainpen.jpg,pencil,pencil01.jpg,images/garlic01a.jpg,images/pencil01.jpg,images/fountainpen.jpg,images/bikehelmet.jpg,Ist das ein Bild von einem Füller?,q_u_fueller.wav,u_t_bleistift.wav,4,10,Das ist tatsächlich ein Bild von einem Bleistift.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Bleistift.,Bleistift,Füller,Bleistift,unreliable,indeed,fountainpen.jpg,pencil01.jpg
193,critical,ping-pong-paddle-lollipop,der,der,eraser,lock03a,Lolli,Tischtennisschläger,ping-pong-paddle,pingpongpaddle01a.jpg,lollipop,lollipop01.jpg,images/eraser.jpg,images/lock03a.jpg,images/lollipop01.jpg,images/pingpongpaddle01a.jpg,Ist das ein Bild von einem Tischtennisschläger?,q_u_tischtennisschlaeger.wav,u_t_lolli.wav,1,10,Das ist tatsächlich ein Bild von einem Lolli.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Lolli.,Lolli,Tischtennisschläger,Lolli,unreliable,indeed,pingpongpaddle01a.jpg,lollipop01.jpg
194,critical,belt-rubber-band,der,das,Gürtel,jug,hammer01,Gummiband,belt,belt02a.jpg,rubber-band,rubberband01.jpg,images/belt02a.jpg,images/jug.jpg,images/hammer01.jpg,images/rubberband01.jpg,Ist das ein Bild von einem Gürtel?,q_u_guertel.wav,u_t_gummiband.wav,2,10,Das ist tatsächlich ein Bild von einem Gummiband.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Gummiband.,Gummiband,Gürtel,Gummiband,unreliable,indeed,belt02a.jpg,rubberband01.jpg
